files,labels,onsets,offsets
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,296.575963718821,359.501133786848
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,484.557823129252,546.145124716553
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,591.904761904762,642.222222222222
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,674.104308390023,735.102040816327
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,745.691609977324,921.814058956916
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,957.913832199547,1053.31065759637
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,1065.53287981859,1227.70975056689
G402_43362.23357366_9_19_6_29_17.wav.not.mat,n,1960.63469472757,2008.29727650864
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,2461.26984126984,2520.45351473923
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,2598.95691609977,2659.65986394558
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,2744.08163265306,2796.00907029478
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,2822.63038548753,2882.65306122449
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,2896.39455782313,3070.90702947846
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,3106.50793650794,3196.50793650794
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,3214.46712018141,3364.82993197279
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,3426.55328798186,3512.24489795918
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,3529.43310657596,3665.0566893424
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,3720.70294784581,3778.09523809524
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,3792.78911564626,3974.21768707483
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,4008.1179138322,4101.42857142857
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,4111.2925170068,4268.48072562358
G402_43362.23357366_9_19_6_29_17.wav.not.mat,n,4381.89384920635,4448.62146369986
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,4601.65532879819,4657.21088435374
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,4816.19047619048,4874.10430839002
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,4904.3537414966,4963.69614512472
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,4977.14285714286,5152.74376417234
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,5188.4126984127,5281.83673469388
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,5296.03174603175,5454.71655328798
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,5522.63038548753,5611.92743764172
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,5626.16780045352,5760.81632653061
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,5824.3537414966,5886.14512471655
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,5898.27664399093,6080.68027210884
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,6112.15419501134,6198.63945578231
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,6218.20861678005,6379.81859410431
G402_43362.23357366_9_19_6_29_17.wav.not.mat,n,6579.13886931407,6612.50267656083
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,6812.51700680272,6869.56916099773
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,6930.72562358277,6984.53514739229
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,7007.89115646259,7068.59410430839
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,7086.73469387755,7261.99546485261
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,7301.26984126984,7387.86848072562
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,7405.71428571429,7561.51927437642
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,7623.44671201814,7706.34920634921
G402_43362.23357366_9_19_6_29_17.wav.not.mat,s,7732.67573696145,7869.13832199546
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,0.0453514739229025,41.7687074829932
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,103.945578231293,161.156462585034
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,229.614512471655,288.344671201814
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,338.548752834467,393.356009070295
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,418.888888888889,483.605442176871
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,498.072562358277,665.873015873016
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,705.215419501134,794.331065759637
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,806.689342403628,966.122448979592
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,1205.60090702948,1259.25170068027
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,1407.8231292517,1461.02040816327
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,1485.19274376417,1544.10430839002
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,1558.43537414966,1741.95011337868
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,1774.21768707483,1863.35600907029
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,1879.36507936508,2032.1768707483
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,2088.66213151927,2177.50566893424
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,2201.97278911565,2338.75283446712
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,2396.59863945578,2457.02947845805
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,2469.0022675737,2651.06575963719
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,2682.99319727891,2775.28344671202
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,2788.820861678,2951.65532879819
G402_43362.23370676_9_19_6_29_30.wav.not.mat,n,3136.70685766137,3242.75575942523
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,3570.31746031746,3629.45578231293
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,3793.71882086168,3850.81632653061
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,3900.13605442177,3954.53514739229
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,3983.4693877551,4044.87528344671
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,4059.95464852608,4233.90022675737
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,4273.90022675737,4361.79138321995
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,4377.70975056689,4531.79138321995
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,4895.66893424036,4957.70975056689
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,4998.57142857143,5048.93424036281
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,5079.02494331066,5136.48526077098
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,5163.0612244898,5222.58503401361
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,5236.5306122449,5410
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,5449.18367346939,5546.07709750567
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,5558.04988662132,5720.15873015873
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,5950.86167800453,6005.82766439909
G402_43362.23370676_9_19_6_29_30.wav.not.mat,n,6414.58200308991,6530.27171410504
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7025.69160997732,7085.14739229025
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7274.73922902494,7335.01133786848
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7395.21541950113,7451.70068027211
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7477.57369614512,7543.69614512472
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7554.78458049887,7729.18367346939
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7768.39002267574,7861.20181405896
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,7877.68707482993,8033.42403628118
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,8080.34013605442,8169.84126984127
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,8181.72335600907,8309.54648526077
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,8727.98185941043,8784.9433106576
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,8843.33333333333,8904.21768707483
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,8927.2335600907,8986.28117913832
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9001.92743764172,9175.55555555556
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9218.61678004535,9306.2358276644
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9322.33560090703,9483.62811791383
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9540.79365079365,9625.6462585034
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9644.92063492063,9782.8798185941
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9848.68480725624,9915.12471655329
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,9924.9433106576,10108.3219954649
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,10141.4739229025,10227.7777777778
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,10243.3560090703,10405.2380952381
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,10856.8253968254,10917.3242630385
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,11383.2199546485,11438.2993197279
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,11498.2993197279,11555.6009070295
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,11581.8140589569,11639.4557823129
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,11655.9863945578,11839.1609977324
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,11870.4535147392,11959.7278911565
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,11971.9274376417,12132.380952381
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,12321.4965986395,12377.4829931973
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,12598.3900226757,12679.4784580499
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,12778.4580498866,12826.2358276644
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,12854.4897959184,12918.9795918367
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,12930.7709750567,13112.947845805
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,13147.9138321995,13240.3174603175
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,13257.1428571429,13413.6961451247
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,13882.7891156463,13945.4195011338
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,13991.2244897959,14049.8412698413
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,14079.1609977324,14144.5804988662
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,14157.5963718821,14331.7006802721
G402_43362.23370676_9_19_6_29_30.wav.not.mat,s,14371.6780045351,14450.8163265306
G402_43362.23390659_9_19_6_29_50.wav.not.mat,n,0.453514739229025,57.8231292517007
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,1441.42857142857,1502.33560090703
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,1555.46485260771,1621.74603174603
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,1669.36507936508,1730.36281179138
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,1782.13151927438,1837.21088435374
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,1862.49433106576,1923.35600907029
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,1936.28117913832,2117.5283446712
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,2157.50566893424,2247.57369614512
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,2258.36734693878,2414.17233560091
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,2467.30158730159,2552.65306122449
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,2573.58276643991,2704.6485260771
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,2763.24263038549,2825.98639455782
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,2838.27664399093,3017.16553287982
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,3054.3537414966,3149.34240362812
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,3158.4126984127,3318.29931972789
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,3597.05215419501,3655.69160997732
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,3825.9410430839,3885.44217687075
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,3909.04761904762,3976.16780045351
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,3984.37641723356,4164.26303854875
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,4199.16099773243,4291.26984126984
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,4308.27664399093,4465.19274376417
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,4525.10204081633,4613.96825396825
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,4631.45124716553,4769.54648526077
G402_43362.23390659_9_19_6_29_50.wav.not.mat,n,5314.36930707741,5471.7462995002
G402_43362.23390659_9_19_6_29_50.wav.not.mat,s,6091.72335600907,6154.08163265306
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,0.0453514739229025,57.6643990929705
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,113.560090702948,174.263038548753
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,238.1179138322,300.090702947846
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,378.049886621315,431.24716553288
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,457.50566893424,519.52380952381
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,532.403628117914,707.34693877551
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,745.600907029478,832.81179138322
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,843.560090702948,1001.11111111111
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,1055.44217687075,1141.99546485261
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,1160.34013605442,1294.33106575964
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,1355.73696145125,1418.4126984127
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,1429.1156462585,1611.49659863946
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,1643.85487528345,1736.37188208617
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,1748.93424036281,1909.09297052154
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2038.79818594104,2097.91383219955
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2269.65986394558,2325.57823129252
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2350.7029478458,2419.09297052154
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2427.55102040816,2606.66666666667
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2644.71655328798,2735.19274376417
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2747.36961451247,2910.15873015873
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,2958.27664399093,3046.34920634921
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,3068.18594104308,3206.00907029478
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,3743.60544217687,3807.1201814059
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,3849.97732426304,3902.31292517007
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,3927.89115646259,3988.91156462585
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,4002.7664399093,4181.90476190476
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,4222.33560090703,4310.38548752835
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,4322.94784580499,4481.95011337868
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,4541.31519274376,4638.43537414966
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,4660.77097505669,4803.62811791383
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,5089.81859410431,5148.54875283447
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,6009.36507936508,6074.37641723356
G402_43362.23400788_9_19_6_30_0.wav.not.mat,n,6399.31750477969,6490.20128884888
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7214.39909297052,7276.5306122449
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7338.14058956916,7398.66213151927
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7455.53287981859,7509.93197278912
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7537.48299319728,7599.63718820862
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7610.81632653061,7784.30839002268
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7825.26077097506,7913.65079365079
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,7927.21088435374,8087.32426303855
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,8136.43990929705,8229.07029478458
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,8251.60997732426,8385.55555555555
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,8450.92970521542,8517.59637188209
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,8525.71428571428,8709.68253968254
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,8742.08616780045,8836.03174603175
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,8847.36961451247,9011.85941043084
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,9518.79818594104,9582.74376417234
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,9618.27664399093,9673.96825396825
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,9708.48072562358,9766.07709750567
G402_43362.23400788_9_19_6_30_0.wav.not.mat,s,9777.5283446712,9951.74603174603
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,0.0453514739229025,46.3718820861678
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,119.387755102041,187.052154195011
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,248.75283446712,322.630385487528
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,387.34693877551,449.52380952381
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,524.512471655329,577.528344671202
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,604.21768707483,663.673469387755
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,677.052154195011,857.324263038549
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,891.08843537415,986.167800453515
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1001.13378684807,1160.68027210884
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1208.84353741497,1299.90929705215
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1323.03854875283,1465.89569160998
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1521.81405895692,1587.77777777778
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1595.85034013605,1779.27437641723
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1816.55328798186,1906.21315192744
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,1922.69841269841,2081.97278911565
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,2570.43083900227,2631.72335600907
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,2675.87301587302,2734.51247165533
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,2756.41723356009,2822.74376417234
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,2835.3514739229,3013.62811791383
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3054.37641723356,3144.14965986395
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3156.55328798186,3317.64172335601
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3382.22222222222,3479.88662131519
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3491.26984126984,3629.04761904762
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3693.42403628118,3757.39229024943
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3769.54648526077,3957.70975056689
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,3986.12244897959,4077.2335600907
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,4093.90022675737,4253.69614512472
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,4498.75283446712,4551.22448979592
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,4741.51927437642,4796.03174603175
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,4826.41723356009,4896.00907029478
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,4903.80952380952,5089.45578231293
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,5125.32879818594,5213.7641723356
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,5229.09297052154,5386.9387755102
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,5445.30612244898,5535.51020408163
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,5559.29705215419,5694.96598639456
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,5757.18820861678,5822.04081632653
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,5831.72335600907,6017.84580498866
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,6051.72335600907,6141.90476190476
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,6158.820861678,6319.38775510204
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,6601.2925170068,6657.48299319728
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,6776.62131519274,6831.06575963719
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,6858.61678004535,6925.80498866213
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,6935.12471655329,7111.79138321995
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,7154.6485260771,7244.01360544218
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,7261.67800453515,7425.19274376417
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,7471.51927437642,7566.39455782313
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,7593.12925170068,7730.52154195011
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,7794.71655328798,7858.18594104308
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,7870.81632653061,8053.15192743764
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,8090.54421768707,8179.31972789116
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,8194.39909297052,8360.04535147392
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,8881.2925170068,8942.58503401361
G402_43362.23429249_9_19_6_30_29.wav.not.mat,n,9170.88400704782,9204.01752054308
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,9744.42176870748,9886.87074829932
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10004.7845804989,10058.0725623583
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10081.3151927438,10147.7551020408
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10159.433106576,10337.6870748299
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10374.3990929705,10463.0385487528
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10476.2358276644,10632.7437641723
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10688.1859410431,10777.5283446712
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10797.5963718821,10935.6009070295
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,10997.052154195,11058.8888888889
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,11073.1746031746,11252.4036281179
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,11289.1156462585,11383.9455782313
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,11393.9909297052,11555.6689342404
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,11791.8367346939,11847.1201814059
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,12379.7052154195,12440.7709750567
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,12500.566893424,12554.9886621315
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,12582.1315192744,12649.0476190476
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,12660.0453514739,12838.5487528345
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,12875.4648526077,12972.1315192744
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,12984.1950113379,13141.8820861678
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,13194.0362811791,13287.9591836735
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,13308.4580498866,13452.7664399093
G402_43362.23429249_9_19_6_30_29.wav.not.mat,n,13677.0418424042,13710.1753558995
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,14127.8458049887,14183.9002267574
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,14640.6349206349,14730.1814058957
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15092.9931972789,15156.3718820862
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15207.9365079365,15262.947845805
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15295.2607709751,15357.664399093
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15371.2244897959,15552.0181405896
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15589.3650793651,15682.0861678005
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15691.768707483,15849.8412698413
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,15909.7959183673,15998.2766439909
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,16021.5873015873,16159.5011337868
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,16218.2993197279,16284.7392290249
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,16294.3310657596,16473.4693877551
G402_43362.23429249_9_19_6_30_29.wav.not.mat,s,16511.0430839002,16601.179138322
